room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13973793,29094382,Entire home/apt,,Brno,0,,4,0.0,40.0,1.0,49.200857,16.622642,2016-11-05 18:35:36.122376
7464066,24895438,Entire home/apt,,Brno,0,,2,1.0,74.0,1.0,49.232851,16.571704,2016-11-05 18:47:32.819831
7592436,23770807,Entire home/apt,,Brno,1,,4,,56.0,1.0,49.210139,16.604411,2016-11-05 18:27:34.384008
9720950,50176994,Entire home/apt,,Brno,0,,3,1.0,26.0,2.0,49.243682,16.587309,2016-11-05 18:29:05.775402
14001679,83661130,Entire home/apt,,Brno,14,5.0,4,,35.0,1.0,49.200242,16.602736,2016-11-05 18:24:00.693150
7424211,38890708,Entire home/apt,,Brno,1,,4,2.0,303.0,1.0,49.203859,16.605896,2016-11-05 18:42:59.470835
14521536,89736932,Entire home/apt,,Brno,0,,5,,84.0,2.0,49.233531,16.590883,2016-11-05 18:38:32.207165
15625845,99494741,Entire home/apt,,Brno,0,,2,,30.0,1.0,49.211464,16.570792,2016-11-05 18:21:37.044808
196961,959732,Entire home/apt,,Brno,35,5.0,2,,40.0,1.0,49.210096,16.596706,2016-11-05 18:41:34.287347
14581371,58047274,Entire home/apt,,Brno,4,5.0,2,0.0,42.0,2.0,49.204763,16.610856,2016-11-05 18:42:53.440387
13907518,18395020,Entire home/apt,,Brno,0,,2,0.0,32.0,7.0,49.20074,16.625541,2016-11-05 18:20:37.544253
6177191,32043907,Entire home/apt,,Brno,89,5.0,4,,37.0,1.0,49.199337,16.609641,2016-11-05 18:33:51.919810
14052628,40189045,Entire home/apt,,Brno,1,,2,0.0,37.0,2.0,49.201974,16.60574,2016-11-05 18:24:42.889288
15336141,97767532,Entire home/apt,,Brno,1,,2,1.0,31.0,1.0,49.211181,16.57306,2016-11-05 18:22:14.041590
14079425,32043907,Entire home/apt,,Brno,8,5.0,2,,27.0,2.0,49.200625,16.611029,2016-11-05 18:46:55.866434
743812,3897520,Entire home/apt,,Brno,9,4.5,2,,43.0,1.0,49.211445,16.603738,2016-11-05 18:28:28.527217
14228668,3566484,Entire home/apt,,Brno,1,,4,2.0,85.0,2.0,49.210727,16.620754,2016-11-05 18:22:52.532848
8113078,42840613,Entire home/apt,,Brno,1,,5,2.0,53.0,1.0,49.212505,16.621727,2016-11-05 18:35:04.201951
12194161,62291242,Entire home/apt,,Brno,8,5.0,5,,58.0,1.0,49.220756,16.592728,2016-11-05 18:48:30.592430
11382767,39831139,Entire home/apt,,Brno,6,5.0,2,2.0,37.0,1.0,49.212871,16.604997,2016-11-05 18:39:44.386136
12926029,30833832,Entire home/apt,,Brno,0,,3,1.0,68.0,1.0,49.219175,16.597439,2016-11-05 18:35:14.083563
12983260,71452526,Entire home/apt,,Brno,0,,2,0.0,29.0,2.0,49.202194,16.601108,2016-11-05 18:21:19.564453
8148955,42982436,Entire home/apt,,Brno,19,5.0,4,,55.0,2.0,49.232668,16.602267,2016-11-05 18:42:07.997356
12488068,67607178,Entire home/apt,,Brno,12,5.0,2,,40.0,2.0,49.218517,16.600087,2016-11-05 18:32:47.556038
7713349,40521246,Entire home/apt,,Brno,32,4.5,4,1.0,46.0,2.0,49.21424,16.624621,2016-11-05 18:19:31.323624
11096989,42655294,Entire home/apt,,Brno,26,5.0,1,1.0,24.0,1.0,49.205654,16.604268,2016-11-05 18:43:56.807811
9516382,29371815,Entire home/apt,,Brno,26,4.5,4,,50.0,1.0,49.209858,16.627185,2016-11-05 18:26:59.468689
15643159,100915855,Entire home/apt,,Brno,0,,3,,22.0,1.0,49.232172,16.58907,2016-11-05 18:48:23.197701
14285815,87189944,Entire home/apt,,Brno,7,5.0,3,2.0,29.0,1.0,49.233985,16.630846,2016-11-05 18:32:21.363417
13985666,83463130,Entire home/apt,,Brno,0,,3,2.0,29.0,3.0,49.194976,16.53962,2016-11-05 18:27:57.347373
7232212,18395020,Entire home/apt,,Brno,17,4.5,4,,60.0,1.0,49.19475,16.60659,2016-11-05 18:17:44.095086
15733175,40088289,Entire home/apt,,Brno,0,,3,1.0,59.0,,49.202532,16.60614,2016-11-05 18:39:38.531461
13025506,71781469,Entire home/apt,,Brno,6,4.0,5,2.0,95.0,1.0,49.192802,16.611906,2016-11-05 18:20:58.312455
2899786,4504049,Entire home/apt,,Brno,4,4.5,4,,96.0,1.0,49.198008,16.609132,2016-11-05 18:30:19.986078
14417331,76178846,Entire home/apt,,Brno,2,,4,2.0,20.0,1.0,49.216225,16.566564,2016-11-05 18:21:28.767161
12101418,29371815,Entire home/apt,,Brno,13,4.5,5,,58.0,1.0,49.192494,16.645289,2016-11-05 18:22:27.561828
10953525,56808199,Entire home/apt,,Brno,3,5.0,3,1.0,40.0,1.0,49.218711,16.580509,2016-11-05 18:24:49.111291
3518506,4662188,Entire home/apt,,Brno,9,5.0,4,1.0,65.0,3.0,49.195816,16.602775,2016-11-05 18:45:05.311470
14923540,93013523,Entire home/apt,,Brno,4,5.0,4,2.0,62.0,2.0,49.201158,16.604766,2016-11-05 18:19:00.329683
11393714,48346495,Entire home/apt,,Brno,17,5.0,4,2.0,36.0,2.0,49.203732,16.592941,2016-11-05 18:31:43.524104
15270298,24246056,Entire home/apt,,Brno,1,,2,0.0,34.0,1.0,49.200878,16.601034,2016-11-05 18:18:22.236859
6875048,27171927,Entire home/apt,,Brno,2,,2,1.0,39.0,1.0,49.200924,16.598209,2016-11-05 18:25:14.605085
15252624,49995668,Entire home/apt,,Brno,0,,2,1.0,42.0,7.0,49.195213,16.608702,2016-11-05 18:49:01.834420
15602778,100564086,Entire home/apt,,Brno,0,,2,,159.0,,49.205372,16.618339,2016-11-05 18:25:47.884763
13680683,71957837,Entire home/apt,,Brno,5,4.5,6,3.0,76.0,2.0,49.197756,16.619375,2016-11-05 18:37:33.231443
7354920,37372408,Entire home/apt,,Brno,1,,6,,114.0,1.0,49.205647,16.498641,2016-11-05 18:23:25.220108
11978094,3566484,Entire home/apt,,Brno,5,5.0,3,,58.0,1.0,49.200668,16.611591,2016-11-05 18:25:01.365786
4963456,23493460,Entire home/apt,,Brno,24,4.5,3,2.0,103.0,1.0,49.182139,16.59261,2016-11-05 18:32:41.449536
6950244,36408807,Entire home/apt,,Brno,7,4.5,2,,63.0,2.0,49.209007,16.610497,2016-11-05 18:24:21.100050
6944238,36408807,Entire home/apt,,Brno,17,4.5,2,1.0,55.0,2.0,49.207822,16.609837,2016-11-05 18:39:16.672645
1310349,7122680,Entire home/apt,,Brno,9,4.5,3,1.0,52.0,1.0,49.189204,16.59516,2016-11-05 18:20:34.119553
15209637,24246056,Entire home/apt,,Brno,2,,15,,83.0,1.0,49.1961,16.606856,2016-11-05 18:25:05.916354
7847473,41352073,Entire home/apt,,Brno,0,,5,1.0,75.0,1.0,49.192533,16.604557,2016-11-05 18:47:35.238850
3621376,18244061,Entire home/apt,,Brno,9,5.0,3,,91.0,1.0,49.22812,16.594057,2016-11-05 18:27:11.827280
15465567,14191740,Entire home/apt,,Brno,0,,3,,113.0,2.0,49.19103,16.605556,2016-11-05 18:31:57.559702
6736745,29094382,Entire home/apt,,Brno,21,4.5,6,2.0,42.0,1.0,49.193457,16.618956,2016-11-05 18:24:06.973091
3160656,149663,Entire home/apt,,Brno,4,4.5,4,1.0,62.0,1.0,49.190567,16.60508,2016-11-05 18:31:07.537546
14977987,94055674,Entire home/apt,,Brno,1,,4,,32.0,2.0,49.185769,16.586393,2016-11-05 18:26:56.670181
9159464,47681660,Entire home/apt,,Brno,2,,4,1.0,42.0,2.0,49.212705,16.548796,2016-11-05 18:18:31.997239
13646876,26723475,Entire home/apt,,Brno,2,,2,,79.0,1.0,49.191888,16.602115,2016-11-05 18:40:31.339931
15724354,101585415,Entire home/apt,,Brno,0,,4,,50.0,3.0,49.221818,16.53023,2016-11-05 18:45:21.004376
15644675,100932374,Entire home/apt,,Brno,0,,2,1.0,36.0,1.0,49.201553,16.614008,2016-11-05 18:29:35.138220
15276106,57389542,Entire home/apt,,Brno,1,,2,1.0,22.0,1.0,49.213293,16.685921,2016-11-05 18:31:39.053785
14349994,35407775,Entire home/apt,,Brno,0,,4,1.0,151.0,3.0,49.193057,16.622999,2016-11-05 18:27:19.902993
6190266,32106202,Entire home/apt,,Brno,0,,2,,38.0,3.0,49.201756,16.603877,2016-11-05 18:36:36.338787
10680515,10277020,Entire home/apt,,Brno,3,4.5,2,,55.0,1.0,49.193291,16.565496,2016-11-05 18:17:41.941385
11051647,13156627,Entire home/apt,,Brno,1,,2,1.0,40.0,1.0,49.173247,16.595803,2016-11-05 18:30:56.247441
7708681,40495097,Entire home/apt,,Brno,0,,2,,170.0,2.0,49.213968,16.567185,2016-11-05 18:21:03.587862
14226468,29371815,Entire home/apt,,Brno,0,,3,,57.0,1.0,49.202534,16.579198,2016-11-05 18:32:58.064236
10377571,29371815,Entire home/apt,,Brno,22,5.0,6,,76.0,1.0,49.214764,16.601212,2016-11-05 18:34:24.314600
9510125,49279418,Entire home/apt,,Brno,19,5.0,4,1.0,54.0,3.0,49.197662,16.605677,2016-11-05 18:19:46.976958
14080142,32043907,Entire home/apt,,Brno,2,,8,,137.0,2.0,49.204429,16.610714,2016-11-05 18:33:00.855308
5788394,29371815,Entire home/apt,,Brno,15,5.0,5,2.0,58.0,1.0,49.197539,16.598793,2016-11-05 18:29:38.776196
10858040,49279418,Entire home/apt,,Brno,6,5.0,5,2.0,73.0,3.0,49.203196,16.595687,2016-11-05 18:20:56.151343
12365051,26723475,Entire home/apt,,Brno,9,5.0,2,,79.0,1.0,49.192597,16.600712,2016-11-05 18:25:03.996500
7924334,31846956,Entire home/apt,,Brno,15,5.0,10,3.0,57.0,1.0,49.198039,16.611364,2016-11-05 18:28:13.048032
14318484,16662183,Entire home/apt,,Brno,11,5.0,13,,79.0,1.0,49.19508,16.606986,2016-11-05 18:26:51.734609
15709912,24246056,Entire home/apt,,Brno,1,,4,,38.0,1.0,49.20099,16.602749,2016-11-05 18:24:14.885001
13036449,71781469,Entire home/apt,,Brno,8,4.5,2,1.0,48.0,,49.193039,16.612171,2016-11-05 18:45:34.788847
15312534,66842548,Entire home/apt,,Brno,2,,4,1.0,41.0,1.0,49.187997,16.586114,2016-11-05 18:39:19.929038
13937297,51333165,Entire home/apt,,Brno,6,4.0,4,1.0,23.0,1.0,49.195986,16.644386,2016-11-05 18:48:40.343894
11783237,40189045,Entire home/apt,,Brno,17,4.5,2,,34.0,1.0,49.201729,16.605261,2016-11-05 18:23:54.229445
11562515,25390628,Entire home/apt,,Brno,17,5.0,5,2.0,80.0,1.0,49.192048,16.614047,2016-11-05 18:31:45.655826
14250068,82641184,Entire home/apt,,Brno,3,4.5,3,,64.0,2.0,49.224856,16.596853,2016-11-05 18:46:04.562437
652231,3277922,Entire home/apt,,Brno,37,4.0,3,,38.0,1.0,49.193613,16.615841,2016-11-05 18:44:25.981641
13063365,72362687,Entire home/apt,,Brno,8,5.0,3,1.0,44.0,,49.200084,16.591432,2016-11-05 18:35:27.682982
15177016,96326542,Entire home/apt,,Brno,2,,4,1.0,38.0,2.0,49.171211,16.572241,2016-11-05 18:40:51.131811
10280057,52870431,Entire home/apt,,Brno,8,5.0,4,0.0,32.0,1.0,49.200224,16.628355,2016-11-05 18:27:40.680281
14768998,16691282,Entire home/apt,,Brno,16,5.0,4,,34.0,1.0,49.199292,16.600966,2016-11-05 18:23:39.669510
13055567,26723475,Entire home/apt,,Brno,13,4.5,2,1.0,89.0,1.0,49.191835,16.600583,2016-11-05 18:27:31.845982
7325398,4747639,Entire home/apt,,Brno,42,5.0,2,1.0,50.0,2.0,49.206618,16.602632,2016-11-05 18:31:05.720307
12505984,31323286,Entire home/apt,,Brno,11,4.0,2,0.0,38.0,4.0,49.196964,16.611174,2016-11-05 18:17:59.454522
14458271,88941723,Entire home/apt,,Brno,13,5.0,5,,34.0,1.0,49.207674,16.604077,2016-11-05 18:42:05.728283
12576024,68199031,Entire home/apt,,Brno,8,5.0,2,,30.0,1.0,49.207758,16.660258,2016-11-05 18:19:14.523607
14333259,69922737,Entire home/apt,,Brno,3,5.0,6,,81.0,1.0,49.197847,16.621743,2016-11-05 18:28:55.620649
13473308,77087955,Entire home/apt,,Brno,6,4.5,5,2.0,52.0,2.0,49.207802,16.575642,2016-11-05 18:25:12.018298
15744988,40088289,Entire home/apt,,Brno,1,,3,,46.0,1.0,49.201107,16.606237,2016-11-05 18:18:40.916252
11556606,60926804,Entire home/apt,,Brno,19,4.5,4,,55.0,2.0,49.193697,16.607954,2016-11-05 18:25:26.381063
14622046,90760650,Entire home/apt,,Brno,8,5.0,4,3.0,20.0,1.0,49.245784,16.574744,2016-11-05 18:22:45.109527
13369885,75912749,Entire home/apt,,Brno,9,5.0,4,,27.0,1.0,49.205842,16.62124,2016-11-05 18:38:50.735746
14408803,86542407,Entire home/apt,,Brno,8,5.0,4,,62.0,1.0,49.196116,16.609497,2016-11-05 18:25:51.132948
11110826,57719244,Entire home/apt,,Brno,22,5.0,2,,44.0,2.0,49.227331,16.595964,2016-11-05 18:23:32.120161
12692404,9820274,Entire home/apt,,Brno,17,5.0,2,,32.0,1.0,49.21513,16.625284,2016-11-05 18:26:27.961557
2404001,12286471,Entire home/apt,,Brno,76,5.0,4,,46.0,2.0,49.194701,16.617575,2016-11-05 18:42:50.004513
13743765,80445781,Entire home/apt,,Brno,27,5.0,2,0.0,35.0,1.0,49.208678,16.594768,2016-11-05 18:34:12.132176
11975247,56794763,Entire home/apt,,Brno,37,5.0,4,1.0,22.0,,49.211198,16.627699,2016-11-05 18:41:47.810745
13013584,71809122,Entire home/apt,,Brno,24,4.5,2,,19.0,1.0,49.211007,16.625465,2016-11-05 18:32:23.207289
7752736,2922476,Entire home/apt,,Brno,18,4.5,2,,53.0,1.0,49.193546,16.603232,2016-11-05 18:26:23.879757
14118900,83468077,Entire home/apt,,Brno,7,5.0,3,1.0,26.0,1.0,49.204209,16.594619,2016-11-05 18:29:54.999634
1314685,7143199,Entire home/apt,,Brno,50,4.5,2,,60.0,1.0,49.207374,16.604381,2016-11-05 18:21:44.209915
13014702,71820327,Entire home/apt,,Brno,30,5.0,3,1.0,30.0,1.0,49.201242,16.616521,2016-11-05 18:41:29.119189
9140089,42921937,Entire home/apt,,Brno,2,,2,,33.0,1.0,49.208838,16.60332,2016-11-05 18:45:41.584506
7134867,37372408,Entire home/apt,,Brno,53,5.0,2,,35.0,2.0,49.188705,16.602461,2016-11-05 18:31:29.939146
13425207,49279418,Entire home/apt,,Brno,4,5.0,2,1.0,54.0,3.0,49.197413,16.604503,2016-11-05 18:18:28.581065
3745514,4747639,Entire home/apt,,Brno,83,5.0,2,1.0,40.0,2.0,49.209744,16.591788,2016-11-05 18:44:57.718433
11199275,1568983,Entire home/apt,,Brno,8,5.0,2,1.0,55.0,2.0,49.199779,16.586446,2016-11-05 18:28:21.171710
14138820,18127581,Entire home/apt,,Brno,8,5.0,4,1.0,40.0,2.0,49.187357,16.595134,2016-11-05 18:33:54.283998
13517652,16691282,Entire home/apt,,Brno,36,5.0,2,,34.0,1.0,49.198877,16.601523,2016-11-05 18:34:18.414849
13034995,35407775,Entire home/apt,,Brno,11,4.5,2,1.0,29.0,,49.211822,16.603553,2016-11-05 18:38:29.976802
14861724,93085670,Entire home/apt,,Brno,6,5.0,2,,30.0,1.0,49.191004,16.626126,2016-11-05 18:25:59.586629
13405687,73799040,Entire home/apt,,Brno,10,5.0,2,1.0,46.0,2.0,49.199984,16.611148,2016-11-05 18:19:04.194865
2506132,11233422,Entire home/apt,,Brno,149,5.0,2,,38.0,1.0,49.191559,16.628719,2016-11-05 18:43:36.004299
15631252,92603572,Entire home/apt,,Brno,1,,2,,50.0,1.0,49.20044,16.595684,2016-11-05 18:19:40.931439
13933764,82818804,Private room,,Brno,1,,2,,64.0,1.0,49.174001,16.527177,2016-11-05 18:46:44.197404
15798962,44260343,Private room,,Brno,0,,2,,12.0,1.0,49.200512,16.613726,2016-11-05 18:38:27.251780
1617126,6476206,Private room,,Brno,8,4.5,2,,27.0,1.0,49.170868,16.683834,2016-11-05 18:30:33.697487
6360398,14851142,Private room,,Brno,0,,3,,18.0,1.0,49.180635,16.563709,2016-11-05 18:38:04.602425
6585901,34449659,Private room,,Brno,0,,2,1.0,29.0,1.0,49.174982,16.624122,2016-11-05 18:44:28.441036
8604577,7034433,Private room,,Brno,2,,2,,37.0,1.0,49.188741,16.593958,2016-11-05 18:47:07.700593
12101183,61113883,Private room,,Brno,0,,3,,23.0,1.0,49.199058,16.593333,2016-11-05 18:29:31.817199
606685,2972917,Private room,,Brno,1,,2,,26.0,2.0,49.207059,16.640822,2016-11-05 18:31:02.050813
12881666,70484059,Private room,,Brno,11,4.0,3,,26.0,1.0,49.196284,16.595638,2016-11-05 18:43:20.511741
11062870,44985860,Private room,,Brno,13,5.0,2,1.0,16.0,1.0,49.181088,16.598726,2016-11-05 18:36:10.990758
5559958,28515058,Private room,,Brno,9,5.0,2,,23.0,1.0,49.188743,16.597877,2016-11-05 18:35:17.418346
2205473,4176200,Private room,,Brno,1,,2,1.0,33.0,1.0,49.207177,16.476485,2016-11-05 18:34:28.119959
9896282,24246056,Private room,,Brno,31,5.0,2,1.0,24.0,1.0,49.195771,16.605757,2016-11-05 18:43:52.586205
14772613,44400732,Private room,,Brno,2,,4,,23.0,1.0,49.192748,16.601,2016-11-05 18:36:56.220876
7862793,31846956,Private room,,Brno,47,4.5,3,1.0,24.0,1.0,49.19583,16.612881,2016-11-05 18:28:08.642421
12118359,16691282,Private room,,Brno,36,4.5,2,,24.0,1.0,49.194844,16.605172,2016-11-05 18:26:21.611935
768296,4053078,Private room,,Brno,28,5.0,2,,21.0,1.0,49.180903,16.560597,2016-11-05 18:24:12.504187
7316636,11549602,Private room,,Brno,41,4.5,3,1.0,16.0,1.0,49.199261,16.602055,2016-11-05 18:39:41.799846
1741827,3616342,Private room,,Brno,3,4.5,2,,37.0,1.0,49.207158,16.612999,2016-11-05 18:35:33.811144
720933,3722091,Private room,,Brno,3,3.5,2,,28.0,1.0,49.205366,16.627774,2016-11-05 18:42:11.710635
6077038,31543789,Private room,,Brno,12,4.5,3,1.0,20.0,1.0,49.208111,16.598415,2016-11-05 18:38:24.459406
10882863,49279418,Private room,,Brno,2,,2,1.0,32.0,3.0,49.204367,16.595753,2016-11-05 18:31:54.567572
14770598,90003193,Private room,,Brno,8,4.0,2,,12.0,1.0,49.223813,16.5852,2016-11-05 18:23:00.621345
7062824,37031258,Private room,,Brno,0,,2,1.0,34.0,1.0,49.210679,16.710901,2016-11-05 18:23:43.362045
7751869,30033178,Private room,,Brno,1,,3,1.0,22.0,1.0,49.217732,16.497125,2016-11-05 18:29:18.785994
2950870,14408886,Private room,,Brno,23,5.0,1,1.0,21.0,1.0,49.175766,16.624406,2016-11-05 18:36:32.802352
4582117,23748298,Private room,,Brno,2,,2,,20.0,1.0,49.166596,16.552253,2016-11-05 18:28:42.880516
1520007,3088243,Private room,,Brno,4,4.5,4,1.0,55.0,2.0,49.200728,16.532064,2016-11-05 18:42:23.845288
14040907,83844500,Private room,,Brno,2,,1,1.0,26.0,1.0,49.230656,16.586748,2016-11-05 18:23:13.285299
12460717,51077194,Private room,,Brno,0,,1,,11.0,7.0,49.204976,16.620859,2016-11-05 18:47:18.046786
704190,3616342,Private room,,Brno,3,4.5,1,,28.0,1.0,49.206861,16.613813,2016-11-05 18:30:37.604090
6524980,33891785,Private room,,Brno,1,,4,1.0,79.0,1.0,49.182607,16.563032,2016-11-05 18:18:04.427465
12079723,8082029,Private room,,Brno,1,,4,1.0,87.0,1.0,49.195592,16.608423,2016-11-05 18:33:39.175701
7725918,31873258,Private room,,Brno,1,,3,1.0,19.0,1.0,49.188026,16.588241,2016-11-05 18:33:59.521339
7719662,31873258,Private room,,Brno,0,,2,,19.0,1.0,49.18867,16.586353,2016-11-05 18:35:22.651702
7379054,38655874,Private room,,Brno,0,,3,1.0,60.0,1.0,49.203403,16.596354,2016-11-05 18:41:32.002446
15322930,14792773,Private room,,Brno,0,,2,,30.0,1.0,49.198718,16.595234,2016-11-05 18:25:39.352330
8383231,38655874,Private room,,Brno,0,,1,1.0,34.0,1.0,49.203613,16.595211,2016-11-05 18:45:07.383545
3378085,17042470,Private room,,Brno,1,,4,,93.0,1.0,49.205749,16.594166,2016-11-05 18:24:58.529141
42498,185586,Private room,,Brno,1,,2,,35.0,2.0,49.211613,16.584011,2016-11-05 18:30:48.859582
7465440,14851142,Private room,,Brno,5,4.5,1,,18.0,1.0,49.181109,16.563489,2016-11-05 18:40:05.992373
9370100,23770807,Private room,,Brno,1,,2,1.0,30.0,1.0,49.209569,16.605204,2016-11-05 18:23:15.452048
13354561,23525548,Private room,,Brno,0,,2,1.0,25.0,,49.20346,16.61193,2016-11-05 18:21:41.173303
9062775,38691204,Private room,,Brno,0,,2,1.0,26.0,5.0,49.213002,16.625883,2016-11-05 18:43:26.164495
7491026,38890708,Private room,,Brno,0,,2,,128.0,1.0,49.202404,16.605873,2016-11-05 18:28:14.747741
7591613,23770807,Private room,,Brno,0,,2,1.0,148.0,1.0,49.207671,16.60548,2016-11-05 18:47:44.277900
14285933,87194161,Private room,,Brno,1,,2,1.0,21.0,1.0,49.256784,16.56974,2016-11-05 18:38:56.690196
14228987,16662183,Private room,,Brno,13,4.5,5,,23.0,1.0,49.194739,16.605872,2016-11-05 18:19:17.319734
2802441,11549602,Private room,,Brno,17,4.5,5,,31.0,1.0,49.198899,16.602081,2016-11-05 18:29:03.991047
2154008,10948272,Private room,,Brno,0,,2,1.0,10382.0,1.0,49.188569,16.643683,2016-11-05 18:19:27.537643
11235715,45378710,Private room,,Brno,0,,2,,127.0,1.0,49.232693,16.592403,2016-11-05 18:29:48.812090
10531523,54307699,Private room,,Brno,3,4.5,2,1.0,32.0,1.0,49.139444,16.602099,2016-11-05 18:42:46.675787
7833716,2922476,Private room,,Brno,0,,2,,30.0,1.0,49.163799,16.562747,2016-11-05 18:19:19.257846
1075372,5916522,Private room,,Brno,4,4.5,2,,30.0,3.0,49.190406,16.618206,2016-11-05 18:47:41.389275
3601612,18146293,Private room,,Brno,13,5.0,2,1.0,42.0,1.0,49.200351,16.592701,2016-11-05 18:18:24.780388
8604845,7034433,Private room,,Brno,0,,1,1.0,33.0,1.0,49.190683,16.59503,2016-11-05 18:23:18.786358
14088689,84735157,Private room,,Brno,1,,3,1.0,32.0,1.0,49.17606,16.553422,2016-11-05 18:25:37.388069
14232083,16662183,Private room,,Brno,11,5.0,5,1.0,24.0,1.0,49.196714,16.605024,2016-11-05 18:22:02.237002
11154935,33891785,Private room,,Brno,0,,2,,52.0,1.0,49.183156,16.563149,2016-11-05 18:22:10.256776
14497263,87682168,Private room,,Brno,0,,2,1.0,57.0,1.0,49.201711,16.639009,2016-11-05 18:38:17.988726
9768835,18395020,Private room,,Brno,0,,2,1.0,28.0,7.0,49.193185,16.607951,2016-11-05 18:30:16.085075
12219997,65732523,Private room,,Brno,2,,2,,22.0,1.0,49.233021,16.591142,2016-11-05 18:45:32.099171
14861121,93079914,Private room,,Brno,0,,3,1.0,91.0,,49.205253,16.557843,2016-11-05 18:24:27.020960
12398575,31846956,Private room,,Brno,27,5.0,4,1.0,29.0,1.0,49.197632,16.611896,2016-11-05 18:33:41.588203
15754882,62524892,Private room,,Brno,0,,2,1.0,22.0,1.0,49.188735,16.622236,2016-11-05 18:46:50.679988
1161461,4351643,Private room,,Brno,1,,2,,25.0,1.0,49.19511,16.591551,2016-11-05 18:35:20.132963
7959105,41976356,Private room,,Brno,12,4.5,2,1.0,25.0,1.0,49.167964,16.583999,2016-11-05 18:48:36.720999
13762971,36327375,Private room,,Brno,8,4.5,3,1.0,19.0,1.0,49.211913,16.551284,2016-11-05 18:36:29.553874
860023,4504049,Private room,,Brno,8,4.5,4,,59.0,1.0,49.196225,16.608077,2016-11-05 18:25:22.465015
11336150,21209177,Private room,,Brno,3,4.5,2,1.0,26.0,1.0,49.197666,16.594888,2016-11-05 18:20:27.548935
13131998,36277660,Private room,,Brno,16,4.5,2,,23.0,1.0,49.182329,16.585536,2016-11-05 18:28:00.550561
11257313,46020234,Private room,,Brno,10,5.0,2,,23.0,1.0,49.216182,16.569921,2016-11-05 18:20:12.911290
12144513,44985860,Private room,,Brno,5,5.0,2,1.0,13.0,2.0,49.181222,16.596723,2016-11-05 18:18:57.731900
14294715,76397259,Private room,,Brno,7,5.0,2,1.0,22.0,1.0,49.201456,16.612552,2016-11-05 18:32:37.985876
15563741,47976038,Private room,,Brno,3,5.0,2,,42.0,1.0,49.204606,16.616606,2016-11-05 18:19:50.099239
13373994,10848860,Private room,,Brno,13,5.0,4,,40.0,1.0,49.205438,16.615306,2016-11-05 18:28:34.590544
9457883,5916522,Private room,,Brno,5,5.0,1,1.0,23.0,3.0,49.190948,16.619539,2016-11-05 18:43:30.075055
6549416,31846956,Private room,,Brno,93,5.0,2,1.0,23.0,1.0,49.19731,16.611466,2016-11-05 18:22:33.458038
13872536,54435706,Private room,,Brno,9,5.0,2,1.0,16.0,1.0,49.212661,16.585194,2016-11-05 18:31:12.959062
13611321,78782738,Private room,,Brno,5,5.0,2,1.0,25.0,1.0,49.201888,16.577822,2016-11-05 18:29:29.253901
