room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
12036183,1383,41363259,Shared room,,Brno,,Brno,0,0.0,1,1.0,,44.0,,2017-06-24 14:11:19.852359,49.163421,16.564714,0101000020E6100000E597C11891903040643DB5FAEA944840
12864574,1383,8082029,Shared room,,Brno,,Brno,0,0.0,1,1.0,,22.0,,2017-06-24 14:11:18.948570,49.196193,16.607932,0101000020E61000001F317A6EA19B3040215A2BDA1C994840
12691076,1383,68975698,Shared room,,Brno,,Brno,0,0.0,4,1.0,,13.0,,2017-06-24 14:11:18.944262,49.219381,16.632454,0101000020E610000071395E81E8A13040902E36AD149C4840
12033092,1383,34115236,Shared room,,Brno,,Brno,0,0.0,3,1.0,,15.0,,2017-06-24 14:11:18.940989,49.20494,16.624158,0101000020E61000006A8995D1C89F304035D252793B9A4840
16191125,1383,44260343,Shared room,,Brno,,Brno,1,0.0,6,1.0,,11.0,,2017-06-24 14:11:18.938124,49.20047,16.613751,0101000020E610000026E318C91E9D304021EA3E00A9994840
6049105,1383,31390388,Shared room,,Brno,,Brno,2,0.0,10,1.0,,13.0,,2017-06-24 14:11:18.934662,49.193917,16.611819,0101000020E61000004912842BA09C3040B891B245D2984840
5938236,1383,23770807,Shared room,,Brno,,Brno,13,4.5,3,1.0,,18.0,,2017-06-24 14:11:18.931339,49.207834,16.605419,0101000020E6100000856055BDFC9A3040997FF44D9A9A4840
1353870,1383,4504049,Shared room,,Brno,,Brno,10,4.5,6,1.0,,20.0,,2017-06-24 14:11:18.927909,49.197913,16.607754,0101000020E6100000600322C4959B3040043A933655994840
15697762,1383,76775524,Shared room,,Brno,,Brno,13,4.5,2,1.0,,18.0,,2017-06-24 14:11:18.925377,49.194084,16.609156,0101000020E61000008429CAA5F19B3040A35698BED7984840
13613013,1383,19713903,Shared room,,Brno,,Brno,0,0.0,2,1.0,,18.0,,2017-06-24 14:11:18.921907,49.165903,16.555605,0101000020E61000007C7E18213C8E304076A73B4F3C954840
16703855,1383,75228095,Shared room,,Brno,,Brno,1,0.0,2,1.0,,21.0,,2017-06-24 14:11:18.919068,49.203174,16.623529,0101000020E61000008B1BB7989F9F3040E1B20A9B019A4840
12780348,1383,69542775,Shared room,,Brno,,Brno,0,0.0,1,1.0,,14.0,,2017-06-24 14:11:18.915342,49.2002,16.603437,0101000020E61000004432E4D87A9A304061545227A0994840
10939439,1383,34115236,Shared room,,Brno,,Brno,3,4.5,8,1.0,,11.0,,2017-06-24 14:11:18.912153,49.203953,16.625083,0101000020E61000001B49827005A03040E675C4211B9A4840
1702976,1383,4504049,Shared room,,Brno,,Brno,35,5.0,11,1.0,,18.0,,2017-06-24 14:11:18.908421,49.196291,16.60958,0101000020E6100000B24B546F0D9C3040E4BF401020994840
19455811,1383,15751604,Shared room,,Brno,,Brno,0,0.0,2,1.0,,15.0,,2017-06-24 14:11:18.901979,49.210733,16.599517,0101000020E6100000626534F2799930400F98874CF99A4840
18123123,1383,77872942,Shared room,,Brno,,Brno,4,5.0,1,1.0,,11.0,,2017-06-24 14:11:18.898522,49.199716,16.599606,0101000020E6100000427C60C77F993040753E3C4B90994840
8319645,1383,38655874,Entire home/apt,,Brno,,Brno,4,5.0,7,3.0,,140.0,,2017-06-24 14:08:50.880520,49.203298,16.596455,0101000020E610000022895E46B1983040CDAB3AAB059A4840
6856095,1383,18395020,Entire home/apt,,Brno,,Brno,21,4.5,6,3.0,,105.0,,2017-06-24 14:08:33.648499,49.194241,16.607979,0101000020E6100000A0A70183A49B30406B459BE3DC984840
4643665,1383,24041501,Entire home/apt,,Brno,,Brno,2,0.0,3,1.0,,66.0,,2017-06-24 14:08:04.680308,49.189903,16.600462,0101000020E6100000A27DACE0B7993040C634D3BD4E984840
14275560,1383,85771288,Entire home/apt,,Brno,,Brno,1,0.0,3,1.0,,61.0,,2017-06-24 14:07:56.121173,49.190959,16.620246,0101000020E61000008E791D71C89E30403DF0315871984840
13381208,1383,76058874,Entire home/apt,,Brno,,Brno,3,4.5,5,2.0,,26.0,,2017-06-24 14:07:47.721001,49.186934,16.640184,0101000020E6100000276C3F19E3A3304057410C74ED974840
17695704,1383,27769049,Entire home/apt,,Brno,,Brno,0,0.0,6,2.0,,88.0,,2017-06-24 14:07:29.345688,49.190423,16.605508,0101000020E610000064778192029B3040FFB3E6C75F984840
16215523,1383,105742013,Entire home/apt,,Brno,,Brno,0,0.0,4,2.0,,68.0,,2017-06-24 14:07:26.951724,49.190568,16.605447,0101000020E610000019761893FE9A304002D53F8864984840
17416873,1383,105742013,Entire home/apt,,Brno,,Brno,2,0.0,2,1.0,,67.0,,2017-06-24 14:07:26.949354,49.191031,16.606098,0101000020E6100000C72B103D299B3040D7C22CB473984840
14123942,1383,85162155,Entire home/apt,,Brno,,Brno,0,0.0,3,3.0,,66.0,,2017-06-24 14:07:26.933511,49.206735,16.613747,0101000020E6100000A304FD851E9D304023F8DF4A769A4840
6951867,1383,31151761,Entire home/apt,,Brno,,Brno,6,5.0,2,1.0,,74.0,,2017-06-24 14:07:25.740598,49.18758,16.605766,0101000020E61000005B07077B139B30401CB1169F02984840
10377571,1383,29371815,Entire home/apt,,Brno,,Brno,32,4.5,6,2.0,,79.0,,2017-06-24 14:07:24.868293,49.214764,16.601212,0101000020E610000077F69507E9993040D82D02637D9B4840
16214038,1383,105742013,Entire home/apt,,Brno,,Brno,3,5.0,4,2.0,,72.0,,2017-06-24 14:07:22.452723,49.190967,16.60696,0101000020E6100000ECFA05BB619B3040C0CE4D9B71984840
5842399,1383,30333727,Entire home/apt,,Brno,,Brno,18,5.0,4,2.0,,79.0,,2017-06-24 14:07:22.446658,49.195941,16.612968,0101000020E6100000997E8978EB9C304007793D9814994840
1061239,1383,5843024,Entire home/apt,,Brno,,Brno,23,5.0,2,1.0,,67.0,,2017-06-24 14:07:22.437629,49.188816,16.606871,0101000020E61000000DE4D9E55B9B3040147B681F2B984840
1293748,1383,7034433,Entire home/apt,,Brno,,Brno,41,4.0,2,0.0,,53.0,,2017-06-24 14:07:20.817913,49.189729,16.595235,0101000020E61000003F6F2A5261983040280D350A49984840
2955155,1383,14264689,Entire home/apt,,Brno,,Brno,4,4.5,2,0.0,,42.0,,2017-06-24 14:06:38.288623,49.223669,16.513983,0101000020E610000031B3CF63948330408410902FA19C4840
12101418,1383,29371815,Entire home/apt,,Brno,,Brno,16,4.5,6,3.0,,54.0,,2017-06-24 14:06:36.906028,49.192494,16.645289,0101000020E6100000F277EFA831A530408F56B5A4A3984840
16728157,1383,29371815,Entire home/apt,,Brno,,Brno,3,5.0,6,0.0,,58.0,,2017-06-24 14:06:36.903481,49.197838,16.593043,0101000020E61000002A1F82AAD1973040F9F36DC152994840
12727586,1383,29371815,Entire home/apt,,Brno,,Brno,12,5.0,5,2.0,,55.0,,2017-06-24 14:06:36.900295,49.18387,16.587382,0101000020E61000005342B0AA5E963040965B5A0D89974840
5788394,1383,29371815,Entire home/apt,,Brno,,Brno,30,4.5,6,2.0,,59.0,,2017-06-24 14:06:36.896719,49.197539,16.598793,0101000020E6100000E012807F4A9930409F573CF548994840
18815677,1383,29094382,Entire home/apt,,Brno,,Brno,0,0.0,4,1.0,,48.0,,2017-06-24 14:06:36.893930,49.190124,16.617691,0101000020E6100000960854FF209E3040A417B5FB55984840
16214630,1383,105742013,Entire home/apt,,Brno,,Brno,0,0.0,2,1.0,,53.0,,2017-06-24 14:06:36.891663,49.175055,16.606006,0101000020E6100000062E8F35239B30402A00C63368964840
9516382,1383,29371815,Entire home/apt,,Brno,,Brno,35,4.5,4,2.0,,53.0,,2017-06-24 14:06:36.889410,49.209858,16.627185,0101000020E6100000B18A37328FA03040E8667FA0DC9A4840
19341683,1383,40088289,Entire home/apt,,Brno,,Brno,0,0.0,2,0.0,,46.0,,2017-06-24 14:06:36.887072,49.199696,16.608453,0101000020E610000031276893C39B30402E9276A38F994840
16502509,1383,107898700,Entire home/apt,,Brno,,Brno,6,5.0,4,1.0,,50.0,,2017-06-24 14:06:36.884876,49.213185,16.570997,0101000020E6100000361D01DC2C923040B77F65A5499B4840
